UniprotID	ProteinName	OriginalID	ExperimentID	UniProt	Database	Ratio	Change	originalName	GeneName	Organism	StudyID	Method	Detergent	Details	Method1	Quantitation	MassSpec	Software	TissueID	Stimulous	Agent	ExpShort	Authors	Year	PubmedID	StudyDetails
O43157	Uncharacterized protein	O43157	exp129	Yes	UniprotKB	NA	Unchanged	Plexin-B1	PLXNB1	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P34931	Heat shock 70 kDa protein 1A/1B	P34931	exp129	Yes	UniprotKB	NA	Unchanged	Heat shock 70 kDa protein 1-like	HSPA1L	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q6ICG6	60S ribosomal protein L23	Q6ICG6	exp129	Yes	UniprotKB	NA	Unchanged	Uncharacterized protein KIAA0930	KIAA0930	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P11234	Ras-related protein Ral-B	P11234	exp129	Yes	UniprotKB	NA	Unchanged	Ras-related protein Ral-B	RALB	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q8WW22	Uncharacterized protein	Q8WW22	exp129	Yes	UniprotKB	NA	Unchanged	DnaJ homolog subfamily A member 4	DNAJA4	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q14165	Malectin	Q14165	exp129	Yes	UniprotKB	NA	Unchanged	Malectin	MLEC	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P42892	Uncharacterized protein	P42892	exp129	Yes	UniprotKB	NA	Unchanged	Endothelin-converting enzyme 1	ECE1	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q9UN36	Isoform 1 of Protein NDRG2	Q9UN36	exp129	Yes	UniprotKB	NA	Unchanged	Protein NDRG2	NDRG2	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
O00592	Podocalyxin	O00592	exp129	Yes	UniprotKB	NA	Unchanged	Podocalyxin	PODXL	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q9H305	LITAF-like protein	Q9H305	exp129	Yes	UniprotKB	NA	Unchanged	LITAF-like protein	C16orf5	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P18124	60S ribosomal protein L7	P18124	exp129	Yes	UniprotKB	NA	Unchanged	60S ribosomal protein L7	RPL7	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P82909	28S ribosomal protein S36, mitochondrial	P82909	exp129	Yes	UniprotKB	NA	Unchanged	28S ribosomal protein S36, mitochondrial	MRPS36	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
O15239	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1	O15239	exp129	Yes	UniprotKB	NA	Unchanged	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1	NDUFA1	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q8NBS9	Uncharacterized protein	Q8NBS9	exp129	Yes	UniprotKB	NA	Unchanged	Thioredoxin domain-containing protein 5	TXNDC5	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q9P0I2	Transmembrane protein 111	Q9P0I2	exp129	Yes	UniprotKB	NA	Unchanged	Transmembrane protein 111	TMEM111	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q14318	Peptidyl-prolyl cis-trans isomerase FKBP8	Q14318	exp129	Yes	UniprotKB	NA	Unchanged	Peptidyl-prolyl cis-trans isomerase FKBP8	FKBP8	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
O60229	Uncharacterized protein	O60229	exp129	Yes	UniprotKB	NA	Unchanged	Kalirin	KALRN	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q9NPA0	Uncharacterized protein	Q9NPA0	exp129	Yes	UniprotKB	NA	Unchanged	UPF0480 protein C15orf24	C15orf24	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q8N3E9	1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase delta-3	Q8N3E9	exp129	Yes	UniprotKB	NA	Unchanged	1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase delta-3	PLCD3	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P32189	Uncharacterized protein	P32189	exp129	Yes	UniprotKB	NA	Unchanged	Glycerol kinase	GK	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q96AN5	Uncharacterized protein	Q96AN5	exp129	Yes	UniprotKB	NA	Unchanged	Transmembrane protein 143	TMEM143	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q9UNP4	Lactosylceramide alpha-2,3-sialyltransferase	Q9UNP4	exp129	Yes	UniprotKB	NA	Unchanged	Lactosylceramide alpha-2,3-sialyltransferase	ST3GAL5	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
Q96JJ7	rCG20581-like	Q96JJ7	exp129	Yes	UniprotKB	NA	Unchanged	Protein disulfide-isomerase TMX3	TMX3	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
P18084	integrin, beta 5	P18084	exp129	Yes	UniprotKB	NA	Unchanged	Integrin beta-5	ITGB5	Rat	std086	Detergent Free Method	NA	Proteomic characterization of caveolae from myocytes after alpha 1 agonist treatment; Note: Proteins present in 3/4 experiments. For more details check publication details	Sucrose gradient	iTRAQ	LC-MS/MS	Protein Pilot	ID:0000077	Treatment	Alpha 1 agonist	Exp129_Wypijewski_myocytes_A1	Wypijewski et.al.	2015	http://www.ncbi.nlm.nih.gov/pubmed/25561500	Identification of caveolar resident proteins in ventricular myocytes using a quantitative proteomic approach: dynamic changes in caveolar composition following adrenoceptor activation
