Accession	Gene_name	Protein_name	Original_ID	Entry_name	Experiment_id
Q64133	Maoa	Amine oxidase [flavin-containing] A	IPI00169711.1	Amine oxidase [flavin-containing] A	exp092
Q9D0I9	Rars	Arginine--tRNA ligase, cytoplasmic	IPI00315488.1	Arginyl-tRNA synthetase, cytoplasmic	exp092
NA	NA	NA	IPI00894927.1	Synaptosomal-associated protein	exp092
NA	NA	NA	IPI00919100.1	Protein	exp092
P28658	Atxn10;Sca10	Ataxin-10	IPI00123202.1	Ataxin-10	exp092
Q64310	Surf4;Surf-4	Surfeit locus protein 4	IPI00133249.1	Surfeit locus protein 4	exp092
Q9D0J8	Ptms	Parathymosin	IPI00471441.1	Ptms protein	exp092
NA	NA	NA	IPI00122450.1	Caldesmon 1	exp092
NA	NA	NA	IPI00403867.1	Putative uncharacterized protein	exp092
P28667	Marcksl1;Mlp;Mrp	MARCKS-related protein	IPI00281011.7	MARCKS-related protein	exp092
Q64324	Stxbp2;Unc18b	Syntaxin-binding protein 2	IPI00133317.1	Syntaxin-binding protein 2	exp092
Q9D1D4-1	Tmed10 	Transmembrane emp24 domain-containing protein 10	IPI00466570.4	Isoform 1 of Transmembrane emp24 domain-containing protein 10	exp092
NA	NA	NA	IPI00225244.1	Tumor suppressor candidate 3	exp092
NA	NA	NA	IPI00885591.1	7 kDa protein	exp092
P29341	Pabpc1;Pabp1	Polyadenylate-binding protein 1	IPI00124287.1	Polyadenylate-binding protein 1	exp092
Q64337-2	Sqstm1	Isoform 2 of Sequestosome-1	IPI00474373.1	Isoform 2 of Sequestosome-1	exp092
Q9D1G1	Rab1b	Ras-related protein Rab-1B	IPI00133706.1	Ras-related protein Rab-1B	exp092
NA	NA	NA	IPI00653274.1	Brain cDNA, clone MNCb-1272, similar to Mus musculus chaperonin subunit 2 (beta) (Cct2), mRNA	exp092
NA	NA	NA	IPI00928306.1	Putative uncharacterized protein	exp092
P29387	Gnb4	Guanine nucleotide-binding protein subunit beta-4	IPI00310220.3	Guanine nucleotide-binding protein subunit beta-4	exp092
Q64435	Ugt1a6;Ugt1;Ugt1a6a;Ugt1a7	UDP-glucuronosyltransferase 1-6	IPI00134432.3	UDP-glucuronosyltransferase 1-6	exp092
Q9D1K2	Atp6v1f;Atp6s14;Vatf	V-type proton ATPase subunit F	IPI00315999.4	V-type proton ATPase subunit F	exp092
NA	NA	NA	IPI00405977.6	Microtubule-actin crosslinking factor 1	exp092
NA	NA	NA	IPI00331284.1	Vesicle transport through interaction with t-SNAREs 1B	exp092
P29533-1	Vcam1 	Vascular cell adhesion protein 1	IPI00126834.1	Isoform 1 of Vascular cell adhesion protein 1	exp092
Q64514-2	Tpp2	Isoform Short of Tripeptidyl-peptidase 2	IPI00227843.6	Isoform Short of Tripeptidyl-peptidase 2	exp092
Q9D1M7	Fkbp11	Peptidyl-prolyl cis-trans isomerase FKBP11	IPI00133931.1	FK506-binding protein 11	exp092
NA	NA	NA	IPI00831629.1	Putative uncharacterized protein	exp092
NA	NA	NA	IPI00649471.1	Golgi SNAP receptor complex member 2, isoform CRA_a	exp092
P29533-2	Vcam1	Isoform 2 of Vascular cell adhesion protein 1	IPI00264750.4	Isoform 2 of Vascular cell adhesion protein 1	exp092
Q64521	Gpd2;Gdm1	Glycerol-3-phosphate dehydrogenase, mitochondrial	IPI00876084.1	Glycerol-3-phosphate dehydrogenase, mitochondrial	exp092
Q9D1R9	Rpl34	60S ribosomal protein L34	IPI00466153.4	60S ribosomal protein L34	exp092
NA	NA	NA	IPI00856331.1	15 kDa protein	exp092
NA	NA	NA	IPI00754992.1	Ribophorin II	exp092
P30412	Ppic;Cypc	Peptidyl-prolyl cis-trans isomerase C	IPI00130240.1	Peptidyl-prolyl cis-trans isomerase C	exp092
Q64727	Vcl	Vinculin	IPI00405227.3	Vinculin	exp092
Q9D270	Zdhhc21;Gramp3	Probable palmitoyltransferase ZDHHC21	IPI00330766.3	Probable palmitoyltransferase ZDHHC21	exp092
NA	NA	NA	IPI00677756.1	Putative uncharacterized protein	exp092
NA	NA	NA	IPI00750168.1	Similar to SSXB5 protein	exp092
P30416	Fkbp4;Fkpb52	Peptidyl-prolyl cis-trans isomerase FKBP4	IPI00230139.5	FK506-binding protein 4	exp092
Q64735-2	Cr1l	Isoform 2 of Complement component receptor 1-like protein	IPI00169975.3	Isoform 2 of Complement regulatory protein Crry	exp092
Q9D3B1	Ptplb;hacd2	Very-long-chain	IPI00124411.2	Protein-tyrosine phosphatase-like member B	exp092
NA	NA	NA	IPI00113713.1	Hypothetical protein	exp092
NA	NA	NA	IPI00881254.1	12 kDa protein	exp092
P30999-2	Ctnnd1	Isoform 2 of Catenin delta-1	IPI00660602.1	Isoform 2 of Catenin delta-1	exp092
Q68FD5	Cltc	Clathrin heavy chain 1	IPI00169916.11	Clathrin heavy chain 1	exp092
Q9D3D9	Atp5d	ATP synthase subunit delta, mitochondrial	IPI00453777.2	ATP synthase subunit delta, mitochondrial	exp092
NA	NA	NA	IPI00775915.1	23 kDa protein	exp092
NA	NA	NA	IPI00918343.1	6 kDa protein	exp092
P32883-2	Kras	Isoform 2B of GTPase KRas	IPI00134941.1	Isoform 2B of GTPase KRas	exp092
Q69ZN7-1	Myof 	Myoferlin	IPI00464223.6	Isoform 1 of Myoferlin	exp092
Q9D3P8	Plgrkt	Plasminogen receptor	IPI00136293.1	Transmembrane protein C9orf46 homolog	exp092
NA	NA	NA	IPI00463297.4	Hypothetical protein	exp092
NA	NA	NA	IPI00463493.1	Golgi-specific brefeldin A-resistance factor 1	exp092
P34022	Ranbp1;Htf9-a;Htf9a	Ran-specific GTPase-activating protein	IPI00321978.3	Ran-specific GTPase-activating protein (Fragment)	exp092
Q6DFV1	Ncapg2;Luzp5;Mtb	Condensin-2 complex subunit G2	IPI00122854.5	Condensin-2 complex subunit G2	exp092
Q9D6F9	Tubb4a;Tubb4	Tubulin beta-4A chain	IPI00109073.5	Tubulin beta-4 chain	exp092
NA	NA	NA	IPI00121515.5	Cytoplasmic activation/proliferation-associated protein 1 isoform c	exp092
NA	NA	NA	IPI00919199.1	8 kDa protein	exp092
P35278	Rab5c	Ras-related protein Rab-5C	IPI00224518.2	Ras-related protein Rab-5C	exp092
Q6GV12	Kdsr;Fvt1	3-ketodihydrosphingosine reductase	IPI00283532.5	3-ketodihydrosphingosine reductase	exp092
Q9D6J6-1	Ndufv2 	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	IPI00169925.2	Isoform 1 of NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	exp092
NA	NA	NA	IPI00648658.1	Clathrin, light polypeptide A isoform d	exp092
NA	NA	NA	IPI00458129.1	Similar to Rab6 protein	exp092
P35279-1	Rab6a 	Ras-related protein Rab-6A	IPI00116697.1	Isoform 1 of Ras-related protein Rab-6A	exp092
Q6IRU2	Tpm4	Tropomyosin alpha-4 chain	IPI00421223.3	Tropomyosin alpha-4 chain	exp092
Q9D6K5-2	Synj2bp	Isoform 2 of Synaptojanin-2-binding protein	IPI00463495.2	Isoform 2 of Synaptojanin-2-binding protein	exp092
NA	NA	NA	IPI00720185.1	Putative uncharacterized protein	exp092
NA	NA	NA	IPI00752080.1	Integrin alpha V	exp092
P35282	Rab21	Ras-related protein Rab-21	IPI00337980.5	Ras-related protein Rab-21	exp092
Q6NVG5	Mreg;Dsu;Gm974;Wdt2	Melanoregulin	IPI00357779.3	Melanoregulin	exp092
Q9D6K8	Fundc2;Hcbp6	FUN14 domain-containing protein 2	IPI00466200.3	FUN14 domain-containing protein 2	exp092
NA	NA	NA	IPI00895415.1	75 kDa protein	exp092
NA	NA	NA	IPI00918701.1	9 kDa protein	exp092
P35283	Rab12	Ras-related protein Rab-12	IPI00169699.4	RAB12, member RAS oncogene family	exp092
Q6P5F9	Xpo1;Crm1	Exportin-1	IPI00395038.3	Exportin-1	exp092
Q9D6P8	Calml3	Calmodulin-like protein 3	IPI00109368.3	Calmodulin-like protein 3	exp092
NA	NA	NA	IPI00623131.4	Phosphatidylinositol-specific phospholipase C, X domain containing 2	exp092
NA	NA	NA	IPI00114382.5	Csnk1g2 protein	exp092
P35293	Rab18	Ras-related protein Rab-18	IPI00116770.1	Ras-related protein Rab-18	exp092
Q6P9J9-1	Ano6 	Anoctamin-6	IPI00468236.3	Isoform 1 of Anoctamin-6	exp092
Q9D6U8	Fam162a;E2ig5	Protein FAM162A	IPI00109611.1	UPF0389 protein FAM162A	exp092
NA	NA	NA	IPI00857038.1	15 kDa protein	exp092
NA	NA	NA	IPI00828496.2	25 kDa protein	exp092
P35456-2	Plaur	Isoform 2 of Urokinase plasminogen activator surface receptor	IPI00118482.1	Isoform 2 of Urokinase plasminogen activator surface receptor	exp092
Q6PB44-2	Ptpn23	Isoform 2 of Tyrosine-protein phosphatase non-receptor type 23	IPI00606716.2	Isoform 2 of Tyrosine-protein phosphatase non-receptor type 23	exp092
Q9D7N9	Apmap	Adipocyte plasma membrane-associated protein	IPI00221998.4	Adipocyte plasma membrane-associated protein	exp092
NA	NA	NA	IPI00125787.4	Hypothetical protein isoform 3	exp092
NA	NA	NA	IPI00830433.1	Axl protein	exp092
P35564	Canx	Calnexin	IPI00119618.1	Calnexin	exp092
Q6PB93-2	Galnt2	Isoform 2 of Polypeptide N-acetylgalactosaminyltransferase 2	IPI00460865.1	Isoform 2 of Polypeptide N-acetylgalactosaminyltransferase 2	exp092
Q9D7S9	Chmp5;Snf7dc2	Charged multivesicular body protein 5	IPI00110729.1	Charged multivesicular body protein 5	exp092
NA	NA	NA	IPI00876212.1	17 kDa protein	exp092
NA	NA	NA	IPI00881090.1	26 kDa protein	exp092
P35762	Cd81;Tapa1	CD81 antigen	IPI00310916.1	CD81 antigen	exp092
Q6PDI5-1	Ecm29 	Proteasome-associated protein ECM29 homolog	IPI00321646.3	Isoform 1 of Proteasome-associated protein ECM29 homolog	exp092
Q9D880	Timm50;Tim50	Mitochondrial import inner membrane translocase subunit TIM50	IPI00111045.1	Mitochondrial import inner membrane translocase subunit TIM50	exp092
NA	NA	NA	IPI00274175.1	Similar to ribosomal protein S8 isoform 1	exp092
NA	NA	NA	IPI00775852.1	Eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked	exp092
P35821	Ptpn1	Tyrosine-protein phosphatase non-receptor type 1	IPI00123039.1	Tyrosine-protein phosphatase non-receptor type 1	exp092
Q6PDL0	Dync1li2;Dncli2;Dnclic2	Cytoplasmic dynein 1 light intermediate chain 2	IPI00420806.3	Cytoplasmic dynein 1 light intermediate chain 2	exp092
Q9D883	U2af1	Splicing factor U2AF 35 kDa subunit	IPI00318548.3	Splicing factor U2AF 35 kDa subunit	exp092
NA	NA	NA	IPI00830265.1	Putative uncharacterized protein	exp092
NA	NA	NA	IPI00128022.2	Protocadherin 7 isoform 2	exp092
P35822	Ptprk;Ptpk	Receptor-type tyrosine-protein phosphatase kappa	IPI00123040.1	Receptor-type tyrosine-protein phosphatase kappa	exp092
Q6PGH0	Ubtd2	Ubiquitin domain-containing protein 2	IPI00420919.3	Ubiquitin domain-containing protein 2	exp092
Q9D8B3	Chmp4b	Charged multivesicular body protein 4b	IPI00171974.1	Charged multivesicular body protein 4b	exp092
NA	NA	NA	IPI00831299.2	14 kDa protein	exp092
NA	NA	NA	IPI00885326.1	Novel protein	exp092
P35922-10	Fmr1	Isoform ISO10 of Fragile X mental retardation protein 1 homolog	IPI00230029.1	Isoform ISO10 of Fragile X mental retardation protein 1 homolog	exp092
Q6PHN9	Rab35	Ras-related protein Rab-35	IPI00130489.1	Ras-related protein Rab-35	exp092
Q9D8E6	Rpl4	60S ribosomal protein L4	IPI00111412.3	60S ribosomal protein L4	exp092
NA	NA	NA	IPI00277446.5	Putative uncharacterized protein (Fragment)	exp092
NA	NA	NA	IPI00858306.1	31 kDa protein	exp092
P35980	Rpl18	60S ribosomal protein L18	IPI00555113.2	60S ribosomal protein L18	exp092
Q6S5J6-4	Krit1	Isoform 4 of Krev interaction trapped protein 1	IPI00653674.3	Isoform 4 of Krev interaction trapped protein 1	exp092
Q9D8N0	Eef1g	Elongation factor 1-gamma	IPI00318841.4	Elongation factor 1-gamma	exp092
NA	NA	NA	IPI00275455.2	Similar to ribosomal protein isoform 1	exp092
NA	NA	NA	IPI00226260.1	Putative uncharacterized protein	exp092
P36371	Tap2;Abcb3;Ham-2;Ham2	Antigen peptide transporter 2	IPI00121842.2	TAP2	exp092
Q6URW6-2	Myh14	Isoform 2 of Myosin-14	IPI00608077.3	Isoform 2 of Myosin-14	exp092
Q9D8U8	Snx5	Sorting nexin-5	IPI00112053.1	Sorting nexin-5	exp092
NA	NA	NA	IPI00112407.3	Similar to 40S ribosomal protein S14 isoform 1	exp092
NA	NA	NA	IPI00229911.2	Putative uncharacterized protein	exp092
P38647	Hspa9;Grp75;Hsp74;Hspa9a	Stress-70 protein, mitochondrial	IPI00133903.1	Stress-70 protein, mitochondrial	exp092
Q6X893-1	Slc44a1 	Choline transporter-like protein 1	IPI00648678.1	Solute carrier family 44, member 1	exp092
Q9D8V0-2	Hm13	Isoform 2 of Minor histocompatibility antigen H13	IPI00228575.1	Isoform 2 of Minor histocompatibility antigen H13	exp092
NA	NA	NA	IPI00850681.1	Similar to 60S ribosomal protein L9 isoform 2	exp092
NA	NA	NA	IPI00221828.2	Dcakd protein (Fragment)	exp092
P39688-1	Fyn 	Tyrosine-protein kinase Fyn	IPI00762435.2	Isoform 1 of Proto-oncogene tyrosine-protein kinase Fyn	exp092
Q6ZQ38	Cand1;D10Ertd516e;Kiaa0829	Cullin-associated NEDD8-dissociated protein 1	IPI00896727.1	Cullin-associated NEDD8-dissociated protein 1	exp092
Q9D9M2-2	Usp12	Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 12	IPI00938515.1	Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 12	exp092
NA	NA	NA	IPI00677102.1	Hypothetical protein isoform 1	exp092
NA	NA	NA	IPI00607961.1	Transmembrane protein 33 isoform 2	exp092
P40124	Cap1;Cap	Adenylyl cyclase-associated protein 1	IPI00137331.6	Adenylyl cyclase-associated protein 1	exp092
Q6ZQI3	Mlec;Kiaa0152	Malectin	IPI00312018.6	Malectin	exp092
Q9DAS9	Gng12	Guanine nucleotide-binding protein G subunit gamma-12	IPI00227838.4	ENSEMBL:ENSMUSP00000046557;ENSMUSP00000109860;ENSMUSP00000109862;ENSMUSP00000109863;ENSMUSP00000109864;ENSMUSP00000109865;ENSMUSP00000109866 REFSEQ:NP_079554 VEGA:OTTMUSP00000026466;OTTMUSP00000026467;OTTMUSP00000026468;OTTMUSP0000002646	exp092
NA	NA	NA	IPI00134202.4	Similar to ribosomal protein L24	exp092
NA	NA	NA	IPI00461581.1	Bzw2 protein	exp092
P40240	Cd9	CD9 antigen	IPI00221921.5	CD9 antigen	exp092
Q6ZWV7	Rpl35	60S ribosomal protein L35	IPI00263879.4	60S ribosomal protein L35	exp092
Q9DAW9	Cnn3	Calponin-3	IPI00119111.2	Calponin-3	exp092
NA	NA	NA	IPI00356904.7	FERMRhoGEF (Arhgef) and pleckstrin domain protein 1	exp092
NA	NA	NA	IPI00882287.1	Etfdh protein	exp092
P41105	Rpl28	60S ribosomal protein L28	IPI00222547.6	60S ribosomal protein L28	exp092
Q6ZWX6	Eif2s1;Eif2a	Eukaryotic translation initiation factor 2 subunit 1	IPI00474446.4	Eukaryotic translation initiation factor 2 subunit 1	exp092
Q9DB05	Napa;Snapa	Alpha-soluble NSF attachment protein	IPI00118930.1	Alpha-soluble NSF attachment protein	exp092
NA	NA	NA	IPI00857931.1	8 kDa protein	exp092
NA	NA	NA	IPI00858189.1	14 kDa protein	exp092
P41216	Acsl1;Acsl2;Facl2	Long-chain-fatty-acid--CoA ligase 1	IPI00112549.1	Long-chain-fatty-acid--CoA ligase 1	exp092
Q6ZWY8	Tmsb10;Ptmb10	Thymosin beta-10	IPI00117583.3	Thymosin beta-10	exp092
Q9DB34	Chmp2a	Charged multivesicular body protein 2a	IPI00119020.1	Charged multivesicular body protein 2a	exp092
NA	NA	NA	IPI00886090.1	22 kDa protein	exp092
NA	NA	NA	IPI00831534.1	51 kDa protein	exp092
P41731	Cd63	CD63 antigen	IPI00224728.1	Putative uncharacterized protein	exp092
Q71LX4	Tln2	Talin-2	IPI00421218.5	Talin-2	exp092
Q9DB73-1	Cyb5r1 	NADH-cytochrome b5 reductase 1	IPI00119131.2	Isoform 1 of NADH-cytochrome b5 reductase 1	exp092
NA	NA	NA	IPI00890196.1	22 kDa protein	exp092
NA	NA	NA	IPI00649187.1	29 kDa protein	exp092
P42932	Cct8;Cctq	T-complex protein 1 subunit theta	IPI00469268.5	T-complex protein 1 subunit theta	exp092
Q78IK2	Usmg5;Dapit	Up-regulated during skeletal muscle growth protein 5	IPI00624653.1	Up-regulated during skeletal muscle growth protein 5	exp092
Q9DB77	Uqcrc2	Cytochrome b-c1 complex subunit 2, mitochondrial	IPI00119138.1	Cytochrome b-c1 complex subunit 2, mitochondrial	exp092
NA	NA	NA	IPI00928007.1	212 kDa protein	exp092
NA	NA	NA	IPI00228526.3	ATPase, H+ transporting, lysosomal V0 subunit A1, isoform CRA_a	exp092
P45591	Cfl2	Cofilin-2	IPI00266188.6	Cofilin-2	exp092
Q78PY7	Snd1	Staphylococcal nuclease domain-containing protein 1	IPI00123129.1	Staphylococcal nuclease domain-containing protein 1	exp092
Q9DBC7	Prkar1a	cAMP-dependent protein kinase type I-alpha regulatory subunit	IPI00762049.2	cAMP-dependent protein kinase type I-alpha regulatory subunit	exp092
NA	NA	NA	IPI00849782.1	Similar to HL23 ribosomal protein	exp092
NA	NA	NA	IPI00308609.1	Lectin, mannose-binding 2	exp092
P46638	Rab11b	Ras-related protein Rab-11B	IPI00135869.3	Ras-related protein Rab-11B	exp092
Q7M6Y3-2	Picalm	Isoform 2 of Phosphatidylinositol-binding clathrin assembly protein	IPI00404434.1	Isoform 2 of Phosphatidylinositol-binding clathrin assembly protein	exp092
Q9DBG3-1	Ap2b1 	AP-2 complex subunit beta	IPI00119689.1	Isoform 1 of AP-2 complex subunit beta	exp092
NA	NA	NA	IPI00652813.1	Putative uncharacterized protein	exp092
NA	NA	NA	IPI00654073.1	Putative uncharacterized protein (Fragment)	exp092
P46935	Nedd4;Kiaa0093;Nedd-4;Nedd4-1;Nedd4a	E3 ubiquitin-protein ligase NEDD4	IPI00462445.2	E3 ubiquitin-protein ligase NEDD4	exp092
Q7TMK9-2	Syncrip	Isoform 2 of Heterogeneous nuclear ribonucleoprotein Q	IPI00406118.1	Isoform 2 of Heterogeneous nuclear ribonucleoprotein Q	exp092
Q9DBG5	Plin3;M6prbp1;Tip47	Perilipin-3	IPI00319270.2	Perilipin-3	exp092
NA	NA	NA	IPI00553798.2	AHNAK nucleoprotein isoform 1	exp092
NA	NA	NA	IPI00830454.1	131 kDa protein	exp092
P46978	Stt3a;Itm1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A	IPI00109108.2	Putative uncharacterized protein	exp092
Q7TMM9	Tubb2a;Tubb2	Tubulin beta-2A chain	IPI00338039.1	Tubulin beta-2A chain	exp092
Q9DBS1	Tmem43	Transmembrane protein 43	IPI00120083.1	Transmembrane protein 43	exp092
NA	NA	NA	IPI00339474.3	Similar to ribosomal protein L12	exp092
NA	NA	NA	IPI00466424.4	RAB1, member RAS oncogene family	exp092
P47758	Srprb	Signal recognition particle receptor subunit beta	IPI00111271.1	Signal recognition particle receptor subunit beta	exp092
Q7TMS5	Abcg2;Abcp;Bcrp1	ATP-binding cassette sub-family G member 2	IPI00468691.3	ATP-binding cassette sub-family G member 2	exp092
Q9DBZ5-1	Eif3k 	Eukaryotic translation initiation factor 3 subunit K	IPI00120322.1	Isoform 1 of Eukaryotic translation initiation factor 3 subunit K	exp092
NA	NA	NA	IPI00856453.1	Eif4g1 protein	exp092
NA	NA	NA	IPI00849548.1	Similar to Rab5B	exp092
P47955	Rplp1	60S acidic ribosomal protein P1	IPI00113377.1	60S acidic ribosomal protein P1	exp092
Q7TNC4-3	Luc7l2	Isoform 3 of Putative RNA-binding protein Luc7-like 2	IPI00410887.1	Isoform 3 of Putative RNA-binding protein Luc7-like 2	exp092
Q9DC16	Ergic1;Ergic32	Endoplasmic reticulum-Golgi intermediate compartment protein 1	IPI00321744.3	Endoplasmic reticulum-Golgi intermediate compartment protein 1	exp092
NA	NA	NA	IPI00853989.1	Similar to Ribosomal protein L17 isoform 2	exp092
NA	NA	NA	IPI00665857.2	Similar to EF-hand Ca2+ binding protein p22	exp092
P48024	Eif1;Sui1;Sui1-rs1	Eukaryotic translation initiation factor 1	IPI00137930.1	Eukaryotic translation initiation factor 1	exp092
Q7TNS2	Minos1	Mitochondrial inner membrane organizing system protein 1	IPI00270788.1	UPF0327 protein C1orf151 homolog	exp092
Q9DC29	Abcb6	ATP-binding cassette sub-family B member 6, mitochondrial	IPI00120094.1	ATP-binding cassette sub-family B member 6, mitochondrial	exp092
NA	NA	NA	IPI00848364.1	Similar to ribosomal protein L23a	exp092
NA	NA	NA	IPI00922970.1	Sec22a protein	exp092
P48036	Anxa5;Anx5	Annexin A5	IPI00317309.5	Annexin A5	exp092
Q7TPR4	Actn1	Alpha-actinin-1	IPI00380436.1	Alpha-actinin-1	exp092
Q9DC37	Mfsd1	Major facilitator superfamily domain-containing protein 1	IPI00459382.3	Major facilitator superfamily domain-containing protein 1	exp092
NA	NA	NA	IPI00754798.1	Similar to ribosomal protein S26, isoform 1	exp092
NA	NA	NA	IPI00229201.3	Putative uncharacterized protein	exp092
P48771	Cox7a2;Cox7a3;Cox7al	Cytochrome c oxidase subunit 7A2, mitochondrial	IPI00114377.1	Cytochrome c oxidase polypeptide 7A2, mitochondrial	exp092
Q7TQ95	Lnp;Kiaa1715;Uln	Protein lunapark	IPI00469947.2	Protein lunapark	exp092
Q9DC51	Gnai3	Guanine nucleotide-binding protein G	IPI00338854.3	Guanine nucleotide-binding protein G(k) subunit alpha	exp092
NA	NA	NA	IPI00652902.1	Putative uncharacterized protein	exp092
NA	NA	NA	IPI00754923.1	Histocompatibility 13	exp092
P48962	Slc25a4;Anc1;Ant1	ADP/ATP translocase 1	IPI00115564.5	ADP/ATP translocase 1	exp092
Q80SZ7	Gng5;Gngt5	Guanine nucleotide-binding protein G subunit gamma-5	IPI00459353.2	Guanine nucleotide-binding	exp092
Q9DC70	Ndufs7	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	IPI00120232.1	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	exp092
NA	NA	NA	IPI00457901.1	Putative uncharacterized protein	exp092
NA	NA	NA	IPI00226384.2	Retinoblastoma binding protein 5	exp092
P49282-2	Slc11a2	Isoform 1 of Natural resistance-associated macrophage protein 2	IPI00379015.3	Isoform 1 of Natural resistance-associated macrophage protein 2	exp092
Q80T41	Gabbr2;Gm425;Gpr51	Gamma-aminobutyric acid type B receptor subunit 2	IPI00409336.4	Gamma-aminobutyric acid type B receptor subunit 2	exp092
Q9DCF9-2	Ssr3	Isoform 2 of Translocon-associated protein subunit gamma	IPI00458428.1	Isoform 2 of Translocon-associated protein subunit gamma	exp092
NA	NA	NA	IPI00648014.1	Putative uncharacterized protein	exp092
NA	NA	NA	IPI00755231.1	Phosphatidate cytidylyltransferase	exp092
P49817-1	Cav1 	Caveolin-1	IPI00117829.1	Isoform Alpha of Caveolin-1	exp092
Q80UU9	Pgrmc2	Membrane-associated progesterone receptor component 2	IPI00351206.5	Membrane-associated progesterone receptor component 2	exp092
Q9DCJ5	Ndufa8	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	IPI00120984.5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	exp092
NA	NA	NA	IPI00880750.1	16 kDa protein	exp092
NA	NA	NA	IPI00944682.1	Signal peptide peptidase-like 2A	exp092
P49817-2	Cav1	Isoform 2 of Caveolin-1	IPI00760070.1	Isoform Beta of Caveolin-1	exp092
Q80V26	Impad1;Impa3	Inositol monophosphatase 3	IPI00228719.1	Inositol monophosphatase 3	exp092
Q9DCN2-2	Cyb5r3	Isoform 2 of NADH-cytochrome b5 reductase 3	IPI00759904.1	Isoform 2 of NADH-cytochrome b5 reductase 3	exp092
NA	NA	NA	IPI00666346.4	Fat 1 cadherin	exp092
NA	NA	NA	IPI00670400.2	MCG51135, isoform CRA_c	exp092
P50516-1	Atp6v1a 	V-type proton ATPase catalytic subunit A	IPI00407692.3	Isoform 1 of V-type proton ATPase catalytic subunit A	exp092
Q80VQ0	Aldh3b1;Aldh7	Aldehyde dehydrogenase family 3 member B1	IPI00330482.1	Aldehyde dehydrogenase family 3 member B1	exp092
Q9DCS1	Tmem176a;Gs188;Keg2	Transmembrane protein 176A	IPI00331154.4	Transmembrane protein 176A	exp092
NA	NA	NA	IPI00830427.1	Tropomyosin 1, alpha isoform 9	exp092
NA	NA	NA	IPI00875326.1	33 kDa protein	exp092
P50518	Atp6v1e1;Atp6e;Atp6e2	V-type proton ATPase subunit E 1	IPI00119115.2	V-type proton ATPase subunit E 1	exp092
Q80W54	Zmpste24;Face1	CAAX prenyl protease 1 homolog	IPI00222412.3	CAAX prenyl protease 1 homolog	exp092
